PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%,YEAR
Anthony Davis,NOP,25,6-10,253,Kentucky,USA,2012,1,1,75,28.1,11.1,2.3,5,7.00%,21.30%,29.10%,61.20%,10.40%,2017
Anthony Tolliver,DET,33,6-8,240,Creighton,USA,Undrafted,Undrafted,Undrafted,79,8.9,3.1,1.1,0.9,2.70%,10.90%,14.40%,66.30%,7.60%,2017
Antonio Blakeney,CHI,21,6-4,197,Louisiana State,USA,Undrafted,Undrafted,Undrafted,19,7.9,1.7,1.1,-1.3,1.10%,8.90%,22.70%,47.10%,9.60%,2017
Antonius Cleveland,ATL,24,6-6,195,Southeast Missouri,USA,Undrafted,Undrafted,Undrafted,17,1.4,0.8,0.1,-13.9,2.20%,8.50%,10.70%,48.60%,2.50%,2017
Aron Baynes,BOS,31,6-10,260,Washington State,Australia,Undrafted,Undrafted,Undrafted,81,6,5.4,1.1,6.5,8.60%,19.60%,16.60%,50.20%,9.50%,2017
Arron Afflalo,ORL,32,6-5,210,UCLA,USA,2007,1,27,53,3.4,1.2,0.6,-6.8,0.60%,8.20%,12.70%,51.60%,6.60%,2017
Austin Rivers,LAC,25,6-4,200,Duke,USA,2012,1,10,61,15.1,2.4,4,-1.7,1.30%,5.80%,20.60%,52.60%,17.90%,2017
Avery Bradley,LAC,27,6-2,180,Texas,USA,2010,1,19,46,14.3,2.5,2,-4.2,1.40%,6.80%,22.90%,49.60%,10.50%,2017
Bam Adebayo,MIA,20,6-10,255,Kentucky,USA,2017,1,14,69,6.9,5.5,1.5,-0.6,8.60%,19.40%,15.70%,57.00%,11.50%,2017
Ben McLemore,MEM,25,6-5,195,Kansas,USA,2013,1,7,56,7.5,2.5,0.9,-13.5,3.00%,10.10%,18.20%,52.60%,7.80%,2017
Ben Moore,IND,23,6-8,220,Southern Methodist,USA,Undrafted,Undrafted,Undrafted,2,0,0.5,0.5,-79.8,0.00%,16.70%,0.00%,0.00%,11.10%,2017
Ben Simmons,PHI,21,6-10,230,Louisiana State,Australia,2016,1,1,81,15.8,8.1,8.2,6.6,5.30%,17.10%,21.90%,55.70%,36.20%,2017
Bismack Biyombo,ORL,25,6-9,255,None,DRC,2011,1,7,82,5.7,5.7,0.8,-13.6,9.10%,20.90%,14.60%,55.60%,7.00%,2017
Blake Griffin,DET,29,6-10,251,Oklahoma,USA,2009,1,1,58,21.4,7.4,5.8,1.9,3.60%,17.50%,28.50%,54.40%,28.60%,2017
Boban Marjanovic,LAC,29,7-3,290,None,Serbia,Undrafted,Undrafted,Undrafted,39,6,3.7,0.6,6.3,15.10%,27.40%,27.60%,61.60%,10.00%,2017
Bobby Brown,HOU,33,6-2,175,California State-Fullerton,USA,Undrafted,Undrafted,Undrafted,20,2.5,0.4,0.6,-24.5,0.00%,6.10%,25.20%,42.50%,19.00%,2017
Bobby Portis,CHI,23,6-11,248,Arkansas,USA,2015,1,22,73,13.2,6.8,1.7,-2.1,8.90%,20.70%,25.00%,54.80%,12.60%,2017
Bogdan Bogdanovic,SAC,25,6-6,205,None,Serbia,2014,1,27,78,11.8,2.9,3.3,-8.6,1.40%,9.40%,19.20%,55.60%,18.30%,2017
Bojan Bogdanovic,IND,29,6-8,230,None,Croatia,2011,2,31,80,14.3,3.4,1.5,1.5,1.20%,9.70%,18.50%,60.50%,7.10%,2017
Bradley Beal,WAS,25,6-5,207,Florida,USA,2012,1,3,82,22.6,4.4,4.5,2.4,2.10%,10.10%,26.80%,56.40%,20.60%,2017
Brandan Wright,HOU,30,6-10,235,North Carolina,USA,2007,1,8,28,5,3.4,0.5,5.3,8.60%,16.10%,14.00%,59.60%,5.60%,2017
Brandon Ingram,LAL,20,6-9,190,Duke,USA,2016,1,2,59,16.1,5.3,3.9,-2.7,2.70%,12.10%,21.80%,53.60%,17.70%,2017
Brandon Jennings,MIL,28,6-1,170,None,USA,2009,1,10,14,5.2,2.2,3.1,-13.1,2.20%,13.10%,19.10%,47.80%,33.10%,2017
Brandon Paul,SAS,27,6-4,200,Illinois,USA,Undrafted,Undrafted,Undrafted,64,2.3,1.1,0.6,0.3,1.10%,10.90%,13.10%,50.40%,9.60%,2017
Briante Weber,MEM,25,6-2,165,Virginia Commonwealth,USA,Undrafted,Undrafted,Undrafted,18,2.8,1.9,1.2,-21.6,3.00%,13.00%,11.10%,52.70%,13.90%,2017
Brice Johnson,MEM,24,6-10,230,North Carolina,USA,2016,1,25,18,2.4,1.7,0.1,-2.3,8.00%,22.70%,19.30%,48.60%,3.00%,2017
Brook Lopez,LAL,30,7-0,268,Stanford,USA,2008,1,10,74,13,4,1.7,-2.3,4.10%,12.00%,23.00%,55.70%,11.30%,2017
Bruno Caboclo,SAC,22,6-9,205,None,Brazil,2014,1,20,12,2.2,1.8,0.3,2.4,6.20%,14.60%,15.20%,38.60%,5.60%,2017
Bryn Forbes,SAS,24,6-3,190,Michigan State,USA,Undrafted,Undrafted,Undrafted,80,6.9,1.4,1,3.5,0.80%,6.50%,15.90%,52.50%,7.70%,2017
Buddy Hield,SAC,25,6-4,214,Oklahoma,Bahamas,2016,1,6,80,13.5,3.8,1.9,-4.1,2.70%,12.90%,23.60%,55.70%,12.70%,2017
C.J. Williams,LAC,28,6-5,230,North Carolina State,USA,Undrafted,Undrafted,Undrafted,38,5.5,1.5,1.1,-1.2,1.70%,5.80%,13.40%,51.20%,8.60%,2017
CJ McCollum,POR,26,6-3,190,Lehigh,USA,2013,1,10,81,21.4,4,3.4,1.6,1.70%,8.90%,25.90%,53.60%,15.60%,2017
CJ Miles,TOR,31,6-6,225,None,USA,2005,2,34,69,9.9,2.2,0.8,7.6,1.20%,9.70%,21.30%,54.10%,6.10%,2017
Caleb Swanigan,POR,21,6-8,250,Purdue,USA,2017,1,26,27,2.3,2,0.5,-3.1,7.50%,20.70%,18.90%,44.90%,12.40%,2017
Cameron Payne,CHI,23,6-3,185,Murray State,USA,2015,1,14,25,8.8,2.8,4.5,-7.5,2.70%,8.90%,18.30%,49.80%,29.40%,2017
Caris LeVert,BKN,23,6-7,203,Michigan,USA,2016,1,20,71,12.1,3.7,4.2,-6.4,2.60%,10.40%,21.60%,52.50%,26.50%,2017
Carmelo Anthony,OKC,34,6-8,240,Syracuse,USA,2003,1,3,78,16.2,5.8,1.3,5.2,2.50%,15.80%,22.30%,50.30%,6.10%,2017
Cedi Osman,CLE,23,6-8,215,None,Turkey,2015,2,31,61,3.9,2,0.7,3.9,2.80%,14.90%,15.10%,57.70%,8.40%,2017
Chandler Parsons,MEM,29,6-10,230,Florida,USA,2011,2,38,36,7.9,2.5,1.9,-6,2.10%,11.70%,18.00%,57.80%,15.80%,2017
Channing Frye,LAL,35,6-11,255,Arizona,USA,2005,1,8,53,5,2.5,0.7,8.2,1.90%,16.40%,15.10%,59.90%,7.70%,2017
Charles Cooke,NOP,23,6-5,196,University of Dayton,USA,Undrafted,Undrafted,Undrafted,12,0.5,0.2,0,-25.3,0.00%,4.90%,17.00%,20.20%,0.00%,2017
Cheick Diallo,NOP,21,6-9,220,Kansas,Mali,2016,2,33,51,4.8,4.1,0.4,-6.8,7.90%,26.00%,16.70%,62.10%,4.90%,2017
Chinanu Onuaku,HOU,21,6-10,245,Louisville,USA,2016,2,37,1,4,4,1,-17.6,4.50%,13.60%,18.20%,40.00%,10.00%,2017
Chris Boucher,GSW,25,6-10,200,Oregon,Saint Lucia,Undrafted,Undrafted,Undrafted,1,0,1,0,-100,0.00%,100%,33.30%,0.00%,0.00%,2017
Chris McCullough,WAS,23,6-9,215,Syracuse,USA,2015,1,29,19,2.4,1.3,0.2,-12.2,7.00%,18.70%,21.90%,47.80%,8.20%,2017
Chris Paul,HOU,33,6-0,175,Wake Forest,USA,2005,1,4,58,18.6,5.4,7.9,13.2,2.00%,15.10%,24.10%,60.40%,38.90%,2017
Clint Capela,HOU,24,6-10,240,None,Switzerland,2014,1,25,74,13.9,10.8,0.9,9.3,11.90%,27.80%,19.00%,65.00%,5.50%,2017
Cody Zeller,CHA,25,7-0,240,Indiana,USA,2013,1,4,33,7.1,5.4,0.9,2.1,9.70%,18.40%,15.20%,60.20%,7.50%,2017
Cole Aldrich,MIN,29,6-11,253,Kansas,USA,2010,1,11,21,0.6,0.7,0.1,-1.8,5.70%,28.60%,15.10%,34.00%,8.10%,2017
Corey Brewer,OKC,32,6-9,186,Florida,USA,2007,1,7,72,5.3,2.1,0.9,-2.3,3.30%,8.90%,13.60%,53.40%,7.30%,2017
Cory Joseph,IND,26,6-3,190,Texas,Canada,2011,1,29,82,7.9,3.2,3.2,-1.1,1.70%,10.10%,14.30%,50.30%,16.40%,2017
Courtney Lee,NYK,32,6-5,200,Western Kentucky,USA,2008,1,22,76,12,2.9,2.4,-5.5,1.30%,8.20%,16.50%,56.40%,11.30%,2017
Cristiano Felicio,CHI,25,6-9,280,None,Brazil,Undrafted,Undrafted,Undrafted,55,5.6,4.2,1,-16.4,7.60%,15.80%,13.30%,61.40%,9.30%,2017
D'Angelo Russell,BKN,22,6-5,195,Ohio State,USA,2015,1,2,48,15.5,3.9,5.2,-7.2,2.30%,12.20%,29.50%,50.90%,34.80%,2017
D.J. Augustin,ORL,30,6-0,183,Texas,USA,2008,1,9,75,10.2,2.1,3.8,-3.8,1.60%,7.20%,18.20%,61.50%,25.10%,2017
D.J. Wilson,MIL,22,6-10,236,Michigan,USA,2017,1,17,22,1,0.5,0.1,-30.7,2.90%,15.70%,12.70%,62.20%,7.50%,2017
Dakari Johnson,OKC,22,7-0,255,Kentucky,USA,2015,2,48,31,1.8,1.1,0.3,10.9,9.90%,11.10%,13.90%,57.50%,8.30%,2017
Damian Jones,GSW,23,7-0,245,Vanderbilt,USA,2016,1,30,15,1.7,0.9,0.1,0.5,6.00%,9.30%,14.30%,51.70%,3.70%,2017
Damian Lillard,POR,27,6-3,195,Weber State,USA,2012,1,6,73,26.9,4.5,6.6,6.1,2.20%,9.40%,29.50%,59.40%,30.10%,2017
Damien Wilkins,IND,38,6-6,217,Georgia,USA,Undrafted,Undrafted,Undrafted,19,1.7,0.8,0.5,7,3.10%,7.20%,12.50%,40.50%,7.50%,2017
Damion Lee,ATL,25,6-6,210,Louisville,USA,Undrafted,Undrafted,Undrafted,15,10.7,4.7,1.9,-3.6,2.40%,13.80%,18.20%,48.90%,10.90%,2017
Damyean Dotson,NYK,24,6-5,210,Houston,USA,2017,2,44,44,4.1,1.9,0.7,-2.8,1.80%,14.20%,16.90%,53.20%,9.80%,2017
Daniel Hamilton,OKC,22,6-7,195,Connecticut,USA,2016,2,56,6,2,0.8,1.3,-22.8,0.00%,16.70%,20.00%,54.50%,61.50%,2017
Daniel Theis,BOS,26,6-9,243,None,Germany,Undrafted,Undrafted,Undrafted,63,5.3,4.3,0.9,1.2,9.20%,18.90%,15.00%,61.60%,9.90%,2017
Danilo Gallinari,LAC,29,6-10,225,None,Italy,2008,1,6,21,15.3,4.8,2,0.3,1.30%,13.30%,20.50%,54.50%,9.70%,2017
Danny Green,SAS,31,6-6,215,North Carolina,USA,2009,2,46,70,8.6,3.6,1.6,2.4,2.20%,11.50%,16.30%,50.90%,8.90%,2017
Dante Cunningham,BKN,31,6-8,230,Villanova,USA,2009,2,33,73,5.7,4.1,0.7,-1.1,4.90%,13.30%,11.40%,53.90%,4.20%,2017
Dante Exum,UTA,22,6-6,190,None,Australia,2014,1,5,14,8.1,1.9,3.1,8.1,1.80%,8.30%,22.30%,56.60%,27.00%,2017
Danuel House Jr.,PHX,25,6-7,220,Texas A&M,USA,Undrafted,Undrafted,Undrafted,23,6.6,3.3,1.1,3.2,3.20%,14.00%,16.00%,53.30%,9.20%,2017
Dario Saric,PHI,24,6-10,223,None,Croatia,2014,1,12,78,14.6,6.7,2.6,5.9,6.70%,14.70%,20.40%,58.20%,12.90%,2017
Darius Miller,NOP,28,6-8,225,Kentucky,USA,2012,2,46,81,7.7,2,1.4,-0.3,1.00%,7.00%,12.40%,61.20%,7.60%,2017
Darrell Arthur,DEN,30,6-9,235,Kansas,USA,2008,1,27,19,2.8,0.8,0.5,-10.5,2.10%,8.70%,18.80%,55.90%,10.10%,2017
Darren Collison,IND,30,6-2,185,UCLA,USA,2009,1,21,69,12.4,2.6,5.3,2.6,1.90%,7.20%,17.00%,61.00%,25.70%,2017
Darrun Hilliard,SAS,25,6-6,220,Villanova,USA,2015,2,38,14,1.1,0.5,0.8,5.6,0.00%,8.00%,11.90%,36.20%,14.70%,2017
David Nwaba,CHI,25,6-4,209,Cal Poly-Obispo,USA,Undrafted,Undrafted,Undrafted,70,7.9,4.7,1.5,-5.8,5.00%,14.20%,15.30%,54.20%,9.40%,2017
David Stockton,UTA,27,5-11,165,Gonzaga,USA,2014,,,3,3.3,0,0,-46.3,0.00%,0.00%,25.00%,105.00%,0.00%,2017
David West,GSW,37,6-9,250,Xavier,USA,2003,1,18,73,6.8,3.3,1.9,1.9,7.20%,16.30%,22.30%,60.00%,22.00%,2017
Davis Bertans,SAS,25,6-10,210,None,Latvia,2011,2,42,77,5.9,2,1,3.5,1.70%,12.20%,16.80%,58.80%,10.20%,2017
Davon Reed,PHX,23,6-6,210,Miami,USA,2017,2,32,21,3,1.9,0.6,-14.2,0.70%,14.90%,15.80%,38.80%,8.70%,2017
De'Aaron Fox,SAC,20,6-3,175,Kentucky,USA,2017,1,5,73,11.6,2.8,4.4,-10.2,1.60%,8.70%,22.70%,47.80%,24.00%,2017
DeAndre Jordan,LAC,29,6-11,265,Texas A&M,USA,2008,2,35,77,12,15.2,1.5,-2.4,13.20%,33.90%,15.10%,64.80%,7.40%,2017
DeAndre Liggins,NOP,30,6-6,209,Kentucky,USA,2011,2,53,58,1.7,1.3,0.8,-13.2,1.00%,10.00%,7.90%,46.70%,9.10%,2017
DeAndre' Bembry,ATL,23,6-6,210,St. Joseph's (PA),USA,2016,1,21,26,5.2,2.8,1.9,-7.5,1.70%,14.20%,17.90%,47.70%,16.60%,2017
DeMar DeRozan,TOR,28,6-7,220,Southern California,USA,2009,1,9,80,23,3.9,5.2,7.7,2.10%,9.10%,28.60%,55.50%,24.50%,2017
DeMarcus Cousins,NOP,27,6-11,270,Kentucky,USA,2010,1,5,48,25.2,12.9,5.4,1.9,6.50%,29.20%,31.80%,58.30%,24.10%,2017
DeMarre Carroll,BKN,31,6-8,215,Missouri,USA,2009,1,27,73,13.5,6.6,2,-1.2,4.50%,16.50%,19.40%,55.00%,10.60%,2017
Dejounte Murray,SAS,21,6-5,170,Washington,USA,2016,1,29,81,8.1,5.7,2.9,4.3,6.10%,19.60%,20.10%,48.50%,20.20%,2017
Delon Wright,TOR,26,6-5,190,Utah,USA,2015,1,20,68,8.2,2.9,2.9,7.2,3.10%,10.60%,16.90%,57.40%,20.10%,2017
Demetrius Jackson,PHI,23,6-1,201,Notre Dame,USA,2016,2,45,15,1.1,0.8,0.6,-24.1,6.00%,8.60%,15.60%,42.40%,18.80%,2017
Dennis Schroder,ATL,24,6-1,172,None,Germany,2013,1,17,67,19.4,3.1,6.2,-6.7,2.10%,8.10%,29.90%,51.50%,35.20%,2017
Dennis Smith Jr.,DAL,20,6-3,195,North Carolina State,USA,2017,1,9,69,15.2,3.8,5.2,-7.6,2.30%,10.60%,28.00%,47.30%,30.10%,2017
Denzel Valentine,CHI,24,6-6,214,Michigan State,USA,2016,1,14,77,10.2,5.1,3.2,-6.8,2.10%,16.80%,17.00%,52.70%,17.80%,2017
Derrick Favors,UTA,26,6-10,265,Georgia Tech,USA,2010,1,3,77,12.3,7.2,1.3,3.6,9.70%,16.70%,18.10%,59.30%,7.50%,2017
Derrick Jones Jr.,MIA,21,6-7,200,UNLV,USA,Undrafted,Undrafted,Undrafted,20,3.1,1.9,0.5,-6.5,7.70%,6.60%,12.40%,48.00%,5.60%,2017
Derrick Rose,MIN,29,6-3,190,Memphis,USA,2008,1,1,25,8.4,1.4,1.5,-6.2,3.30%,5.30%,24.50%,50.70%,13.60%,2017
Derrick Walton Jr.,MIA,23,6-1,185,Michigan,USA,Undrafted,Undrafted,Undrafted,16,1.8,1,1,-10.5,1.40%,9.50%,9.20%,52.50%,17.00%,2017
Derrick White,SAS,23,6-4,190,Colorado,USA,2017,1,29,17,3.2,1.5,0.5,13.5,3.40%,12.80%,14.60%,64.60%,9.80%,2017
Derrick Williams,LAL,27,6-8,240,Arizona,USA,2011,1,2,2,1,0.5,0,-18.8,0.00%,14.30%,16.70%,25.00%,0.00%,2017
Devin Booker,PHX,21,6-6,210,Kentucky,USA,2015,1,13,54,24.9,4.5,4.7,-9.3,1.30%,11.20%,30.10%,56.10%,23.30%,2017
Devin Harris,DEN,35,6-3,185,Wisconsin,USA,2004,1,5,71,8.4,1.8,2.1,4.1,0.90%,8.50%,19.40%,56.30%,16.50%,2017
Devin Robinson,WAS,23,6-8,200,Florida,USA,2017,,,1,2,5,0,28.6,9.50%,25.00%,8.30%,33.30%,0.00%,2017
Dewayne Dedmon,ATL,28,7-0,245,USC,USA,Undrafted,Undrafted,Undrafted,62,10,7.9,1.5,-5.1,6.50%,24.90%,16.60%,59.90%,9.00%,2017
Deyonta Davis,MEM,21,6-11,237,Michigan State,USA,2016,2,31,62,5.8,4,0.6,-8.3,7.80%,18.20%,14.40%,62.10%,6.80%,2017
Dillon Brooks,MEM,22,6-6,220,Oregon,Canada,2017,2,45,82,11,3.1,1.6,-5,2.10%,9.20%,18.40%,53.10%,9.20%,2017
Dion Waiters,MIA,26,6-4,215,Syracuse,USA,2012,1,4,30,14.3,2.6,3.8,-5.3,0.90%,7.80%,25.00%,48.70%,21.00%,2017
Dirk Nowitzki,DAL,40,7-0,245,None,Germany,1998,1,9,77,12,5.7,1.6,-2,1.20%,22.70%,19.90%,57.50%,9.80%,2017
Domantas Sabonis,IND,22,6-10,252,Gonzaga,Lithuania,2016,1,11,74,11.6,7.7,2,1.4,9.30%,22.70%,21.40%,56.70%,12.70%,2017
Donovan Mitchell,UTA,21,6-3,215,Louisville,USA,2017,1,13,79,20.5,3.7,3.7,6.8,2.00%,9.30%,28.30%,54.10%,18.90%,2017
Dorian Finney-Smith,DAL,25,6-8,220,Florida,USA,Undrafted,Undrafted,Undrafted,21,5.9,3.6,1.2,-2.7,4.30%,12.10%,14.40%,48.20%,8.60%,2017
Doug McDermott,DAL,26,6-8,219,Creighton,USA,2014,1,11,81,7.8,2.5,1,-1.2,2.20%,8.70%,14.40%,57.90%,6.50%,2017
Dragan Bender,PHX,20,7-1,225,None,Croatia,2016,1,4,82,6.5,4.4,1.6,-10.3,1.80%,14.90%,12.50%,52.40%,8.90%,2017
Draymond Green,GSW,28,6-7,230,Michigan State,USA,2012,2,35,70,11,7.6,7.3,6.7,3.60%,18.30%,16.80%,55.60%,28.60%,2017
Dwayne Bacon,CHA,22,6-7,221,Florida State,USA,2017,2,40,53,3.3,2.3,0.7,-0.2,0.50%,15.80%,13.00%,43.10%,7.70%,2017
Dwight Buycks,DET,29,6-3,190,Marquette,USA,Undrafted,Undrafted,Undrafted,29,7.4,1.4,2,0.6,2.80%,6.70%,26.60%,49.80%,24.00%,2017
Dwight Howard,CHA,32,6-11,265,None,USA,2004,1,1,81,16.6,12.5,1.3,1.4,10.10%,29.50%,23.80%,57.70%,6.90%,2017
Dwight Powell,DAL,26,6-11,240,Stanford,Canada,2014,2,45,79,8.5,5.6,1.2,0.9,8.00%,19.00%,15.10%,65.60%,8.50%,2017
Dwyane Wade,MIA,36,6-4,220,Marquette,USA,2003,1,5,67,11.4,3.8,3.4,1.3,3.20%,12.40%,25.10%,50.00%,24.50%,2017
E'Twaun Moore,NOP,29,6-4,191,Purdue,USA,2011,2,55,81,12.5,2.9,2.3,2.9,2.20%,6.50%,15.70%,59.50%,10.00%,2017
Ed Davis,POR,29,6-10,245,North Carolina,USA,2010,1,13,78,5.3,7.4,0.5,4.1,12.10%,25.40%,12.00%,60.70%,3.90%,2017
Edmond Sumner,IND,22,6-5,188,Xavier,USA,2017,2,52,1,2,1,0,-120,0.00%,50.00%,20.00%,100%,0.00%,2017
Ekpe Udoh,UTA,31,6-10,245,Baylor,USA,2010,1,6,63,2.6,2.4,0.8,3.3,8.60%,10.50%,8.90%,56.00%,9.30%,2017
Elfrid Payton,PHX,24,6-4,185,Louisana-Lafayette,USA,2014,1,10,63,12.7,4.3,6.2,-11.7,3.30%,11.70%,21.10%,53.80%,32.80%,2017
Emeka Okafor,NOP,35,6-10,255,Connecticut,USA,2004,1,2,26,4.4,4.6,0.3,0.3,12.00%,17.50%,13.30%,54.50%,2.80%,2017
Emmanuel Mudiay,NYK,22,6-5,200,None,DRC,2015,1,7,64,8.6,2.4,3.2,-9.5,1.90%,9.90%,23.10%,47.40%,25.40%,2017
Enes Kanter,NYK,26,6-11,245,None,Turkey,2011,1,3,71,14.1,11,1.5,-4.9,14.60%,27.90%,21.20%,63.00%,9.10%,2017
Eric Bledsoe,MIL,28,6-1,205,Kentucky,USA,2010,1,18,74,17.7,3.8,5,2.7,2.30%,10.00%,25.40%,58.20%,24.60%,2017
Eric Gordon,HOU,29,6-4,215,Indiana,USA,2008,1,7,69,18,2.5,2.2,13,1.10%,6.50%,23.80%,57.80%,11.30%,2017
Eric Moreland,DET,26,6-10,238,Oregon State,USA,Undrafted,Undrafted,Undrafted,67,2.1,4.1,1.2,1.1,9.60%,24.30%,9.70%,53.10%,14.10%,2017
Erik McCree,UTA,24,6-8,225,Louisiana Tech,USA,Undrafted,Undrafted,Undrafted,4,0,0.3,0,-45.4,0.00%,20.00%,15.80%,0.00%,0.00%,2017
Ersan Ilyasova,PHI,31,6-10,235,None,Turkey,2005,2,36,69,10.9,5.9,1.3,0.9,6.70%,16.10%,18.30%,55.80%,7.80%,2017
Evan Fournier,ORL,25,6-7,205,None,France,2012,1,20,57,17.8,3.2,2.9,-3.2,1.20%,8.40%,22.60%,57.70%,13.80%,2017
Evan Turner,POR,29,6-7,220,Ohio State,USA,2010,1,2,79,8.2,3.1,2.2,-1.1,1.40%,10.00%,15.30%,52.00%,12.80%,2017
Frank Kaminsky,CHA,25,7-0,242,Wisconsin,USA,2015,1,9,79,11.1,3.6,1.6,-2.3,2.30%,13.90%,20.20%,54.50%,11.30%,2017
Frank Mason,SAC,24,5-11,190,Kansas,USA,2017,2,34,52,7.9,2.5,2.8,-1.7,3.00%,10.70%,22.60%,48.00%,23.30%,2017
Frank Ntilikina,NYK,19,6-5,190,None,France,2017,1,8,78,5.9,2.3,3.2,-2.2,2.10%,7.90%,16.60%,43.70%,21.00%,2017
Fred VanVleet,TOR,24,6-0,195,Wichita State,USA,Undrafted,Undrafted,Undrafted,75,8.6,2.4,3.2,11,1.60%,10.30%,18.90%,55.40%,23.20%,2017
Furkan Korkmaz,PHI,20,6-7,190,None,Turkey,2016,1,26,14,1.6,0.8,0.3,-29.3,2.00%,12.30%,15.90%,38.60%,7.70%,2017
Garrett Temple,SAC,32,6-6,195,Louisiana State,USA,Undrafted,Undrafted,Undrafted,65,8.4,2.3,1.9,-7.4,1.30%,8.40%,16.00%,53.60%,11.50%,2017
Gary Harris,DEN,23,6-4,210,Michigan State,USA,2014,1,19,67,17.5,2.6,2.9,3.5,1.60%,6.10%,20.40%,59.70%,12.80%,2017
Gary Payton II,LAL,25,6-3,190,Oregon State,USA,Undrafted,Undrafted,Undrafted,23,3,1.9,0.9,4.9,5.60%,14.40%,16.20%,44.30%,13.00%,2017
George Hill,CLE,32,6-3,188,Indiana-Purdue Indianapolis,USA,2008,1,26,67,10,2.7,2.8,-3.3,2.30%,8.10%,16.10%,58.00%,14.50%,2017
Georges Niang,UTA,25,6-6,231,Iowa State,USA,2016,2,50,9,1,1,0.3,-18.1,10.30%,18.20%,19.00%,37.90%,16.70%,2017
Georgios Papagiannis,POR,20,7-1,240,None,Greece,2016,1,13,17,2.1,2.2,0.5,-3.7,10.00%,21.60%,17.00%,42.90%,9.70%,2017
Gerald Green,HOU,32,6-7,205,No College,USA,2005,1,18,41,12.1,3.2,0.6,4.6,1.60%,12.40%,21.90%,56.60%,4.50%,2017
Gian Clavell,DAL,24,6-4,185,Colorado State,Puerto Rico,Undrafted,Undrafted,Undrafted,7,2.9,1,0.4,14.8,1.60%,10.20%,14.70%,53.00%,7.10%,2017
Giannis Antetokounmpo,MIL,23,6-11,222,None,Greece,2013,1,15,75,26.9,10,4.8,2.8,6.00%,21.80%,30.70%,59.80%,23.70%,2017
Glenn Robinson III,IND,24,6-7,215,Michigan,USA,2014,2,40,23,4.1,1.6,0.7,-0.6,3.00%,7.80%,11.90%,52.90%,6.80%,2017
Goran Dragic,MIA,32,6-3,190,None,Slovenia,2008,2,45,75,17.3,4.1,4.8,0.2,2.30%,10.50%,25.00%,54.30%,24.50%,2017
Gordon Hayward,BOS,28,6-8,226,Butler,USA,2010,1,9,1,2,1,0,27.3,0.00%,20.00%,15.40%,50.00%,0.00%,2017
Gorgui Dieng,MIN,28,6-11,251,Louisville,Senegal,2013,1,21,79,5.9,4.6,0.9,-6.6,7.80%,20.10%,15.90%,54.30%,8.00%,2017
Greg Monroe,BOS,28,6-11,265,Georgetown,USA,2010,1,7,51,10.3,6.9,2.2,-9.6,10.40%,24.40%,21.80%,59.80%,18.90%,2017
Guerschon Yabusele,BOS,22,6-8,260,None,France,2016,1,16,33,2.4,1.6,0.5,-0.8,6.50%,15.20%,14.60%,55.90%,10.70%,2017
Harrison Barnes,DAL,26,6-8,225,North Carolina,USA,2012,1,7,77,18.9,6.1,2,-6.1,2.80%,15.40%,24.70%,53.90%,10.10%,2017
Hassan Whiteside,MIA,29,7-0,265,Marshall,USA,2010,2,33,54,14,11.4,1,-2.8,12.10%,31.70%,23.50%,57.30%,6.80%,2017
Henry Ellenson,DET,21,6-11,245,Marquette,USA,2016,1,18,38,4,2.1,0.5,0.5,2.90%,20.80%,23.30%,47.60%,9.80%,2017
Ian Clark,NOP,27,6-3,175,Belmont,USA,Undrafted,Undrafted,Undrafted,74,7.4,1.7,1.5,1,0.70%,7.40%,16.80%,52.90%,10.70%,2017
Ian Mahinmi,WAS,31,6-11,262,None,France,2005,1,28,77,4.8,4.1,0.7,1.4,11.80%,15.60%,15.00%,60.10%,6.80%,2017
Ike Anigbogu,IND,19,6-10,262,UCLA,USA,2017,2,47,11,1.2,0.8,0,-25.5,15.20%,13.80%,17.90%,55.80%,0.00%,2017
Iman Shumpert,SAC,28,6-5,220,Georgia Tech,USA,2011,1,17,14,4.4,2.9,1.2,5.4,2.60%,11.30%,12.50%,48.00%,8.40%,2017
Isaiah Canaan,PHX,27,6-0,201,Murray State,USA,2013,2,34,20,8.6,2.3,3.8,1.2,1.40%,9.40%,19.30%,53.90%,27.60%,2017
Isaiah Hicks,NYK,23,6-9,242,North Carolina,USA,Undrafted,Undrafted,Undrafted,18,4.4,2.3,0.9,-7.7,4.10%,11.80%,17.50%,50.10%,9.80%,2017
Isaiah Taylor,ATL,23,6-3,170,Texas,USA,Undrafted,Undrafted,Undrafted,67,6.6,1.4,3.1,-0.8,1.80%,5.80%,19.50%,49.20%,27.20%,2017
Isaiah Thomas,LAL,29,5-9,185,Washington,USA,2011,2,60,32,15.2,2.1,4.8,-6.9,1.90%,5.60%,27.60%,50.80%,26.80%,2017
Isaiah Whitehead,BKN,23,6-4,213,Seton Hall,USA,2016,2,42,16,6.3,1.6,1.3,-2.3,2.20%,11.30%,27.40%,53.00%,21.30%,2017
Ish Smith,DET,29,6-0,175,Wake Forest,USA,Undrafted,Undrafted,Undrafted,82,10.9,2.7,4.4,0.8,1.30%,9.50%,20.30%,52.50%,27.30%,2017
